,Country,Plant,Capacity (MW),Status,Status 2016 (done by Data4Good),Status 2017 (done by Data4Good),Status 2018 (done by Data4Good),Status 2019 (done by Data4Good),Combustion technology,Coal type,Latitude,Longitude,Annual CO2 (million tonnes / annum),Total annual CO2 (million tonnes / annum),Annual CO2 emissions (millions of tonnes) in 2016,Annual CO2 emissions (millions of tonnes) in 2017,Annual CO2 emissions (millions of tonnes) in 2018,Annual CO2 emissions (millions of tonnes) in 2019
6983,India,Dongamahua Captive Power Plant,135,Operating,Operating,Operating,Operating,Operating,unknown,unknown,22.12794,83.53591999999999,0.6884349740000001,2.7537398960000004,2.7537398960000004,2.7537398960000004,2.7537398960000004,2.7537398960000004
6989,India,Dopaha Thermal Power Plant,660,Cancelled,Not operating,Not operating,Not operating,Not operating,Supercritical,Unknown,23.97371,83.10608,2.740850353,0.41814697100000003,,,,
6992,India,Dr Narla Tata Rao power station,210,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,16.598489999999998,80.53659,1.2881640090000002,7.640145156,7.640145156,7.640145156,7.640145156,7.640145156
6998,India,Dr Narla Tata Rao power station,500,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,16.597479999999997,80.54257,2.326733021,2.326733021,2.326733021,2.326733021,2.326733021,2.326733021
6999,India,Dr Narla Tata Rao power station,800,Construction,Not operating,Not operating,Not operating,Not operating,Supercritical,unknown,16.59134,80.53765,3.322242852,0.0,,,,
7000,India,Dr. RKP Power Ankulapatur power station,420,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,unknown,14.1309,79.86468,1.963314556,0.0,,,,
7001,India,Dr. Shyama Prasad Mukherjee Thermal Power Station,250,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,22.3682,82.72199,1.374887694,2.749775388,2.749775388,2.749775388,2.749775388,2.749775388
7003,India,Duburi Steel power station,125,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,20.96023,86.05031,0.69834412,1.3966882390000002,1.3966882390000002,1.3966882390000002,1.3966882390000002,1.3966882390000002
7005,India,Dumka power station (CESC),300,Cancelled,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,24.263370000000002,87.24641,1.40236754,0.0,,,,
7008,India,Dumka power station (Gangan),800,Cancelled,Not operating,Not operating,Not operating,Not operating,Supercritical,Unknown,24.2667,87.25,3.322242852,0.0,,,,
7011,India,Durgapur DVC power station,75,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,23.53151,87.24986,0.460058575,0.0,,,,
7016,India,Durgapur Projects Limited power station,30,Retired,Operating,Operating,Operating,Operating,Subcritical,Bituminous,23.52115,87.30230999999999,0.18402343,5.184384213,5.184384213,5.184384213,5.184384213,5.184384213
7025,India,Durgapur SAIL power station,60,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,23.55181,87.24848,0.37388269799999996,0.7477653959999999,0.7477653959999999,0.7477653959999999,0.7477653959999999,0.7477653959999999
7027,India,Durgapur Steel City power station,500,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,23.58,87.2043,2.115211837,4.230423674,4.230423674,4.230423674,4.230423674,4.230423674
7029,India,East Godavari Mill power station,34,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,17.30012,82.61439,0.18994960100000002,0.18994960100000002,0.18994960100000002,0.18994960100000002,0.18994960100000002,0.18994960100000002
7030,India,Edlapura power station,800,Cancelled,Not operating,Not operating,Not operating,Not operating,Supercritical,Unknown,16.353720000000003,77.34265,3.322242852,0.0,,,,
7031,India,Ellora Paper Mills Gondia power station,660,Cancelled,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,21.461389999999998,80.19139,2.80473508,0.0,,,,
7035,India,EMCO Energy Warora Power Project,300,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,20.27966,78.97535,1.41817575,2.8363515,2.8363515,2.8363515,2.8363515,2.8363515
7037,India,Ennore SEZ Super Critical Thermal Power Project (Vayalur),660,Construction,Not operating,Not operating,Not operating,Not operating,Supercritical,Unknown,13.291670000000002,80.30972,2.740850353,0.0,,,,
7039,India,Ennore Thermal Power Station,60,Retired,Operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,13.2016,80.3112,0.36804686,2.7603514469999997,2.7603514469999997,,,
7044,India,Ennore Thermal Power Station,660,Construction,Not operating,Not operating,Not operating,Not operating,Supercritical,Unknown,13.198020000000001,80.31043000000001,2.740850353,0.0,,,,
7046,India,Era Infra Engineering Pirpainti power station,1 320,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,unknown,25.32365,87.42819,5.609470159,0.0,,,,
7047,India,Etah Ultra Mega Power Project,4 000,Shelved,Not operating,Not operating,Not operating,Not operating,Supercritical,Unknown,27.5,78.75,16.61121426,0.0,,,,
7048,India,Farakka power station,200,Operating,Operating,Operating,Operating,Operating,Subcritical,Sub-bit,24.77273,87.89371,1.2462756590000001,11.04458084,11.04458084,11.04458084,11.04458084,11.04458084
7054,India,Faridabad power station,55,Retired,Operating,Operating,Operating,Operating,Subcritical,Bituminous,28.374440000000003,77.30548,0.33737628799999997,1.0121288640000001,1.0121288640000001,1.0121288640000001,1.0121288640000001,1.0121288640000001
7057,India,Feroze Gandhi Unchahar Power Station,210,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,25.91376,81.32724,1.2881640090000002,6.218722801,6.218722801,6.218722801,6.218722801,6.218722801
7062,India,Feroze Gandhi Unchahar Power Station,500,Operating,Not operating,Operating,Operating,Operating,Subcritical,Bituminous,25.91225,81.32063000000001,2.115211837,0.0,,0.0,0.0,0.0
7063,India,Gadarwara power station (BLA),45,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,22.958170000000003,78.73289,0.232065123,0.232065123,0.232065123,0.232065123,0.232065123,0.232065123
7067,India,Gadarwara Super Thermal Power Project,800,Operating,Not operating,Not operating,Operating,Operating,Unknown,Unknown,22.86175,78.86613,3.3996788839999996,0.0,,,0.0,0.0
7069,India,Gadchiroli power station,660,Cancelled,Not operating,Not operating,Not operating,Not operating,Supercritical,Unknown,20.18611,80.00528,2.740850353,0.0,,,,
7072,India,Bhagalpur power station,1 320,Cancelled,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,24.2386,87.47558000000001,5.609470159,0.0,,,,
7073,India,Gajamara Ultra Mega Power Project,4 000,Cancelled,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,20.833000000000002,84.333,16.99839442,0.0,,,,
7074,India,Gajmara Super Thermal Power Station,800,Cancelled,Not operating,Not operating,Not operating,Not operating,Supercritical,Unknown,20.65616,85.60426,3.322242852,0.497650763,,,,
7076,India,Gandhinagar power station,120,Retired,Operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,23.24972,72.67389,0.7360937190000001,5.127273493,5.127273493,,,
7081,India,Gandhinagar Rei power station,35,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,23.223000000000003,72.65,0.195536353,0.195536353,0.195536353,0.195536353,0.195536353,0.195536353
7082,India,Ganeshpahad Cement power station,39,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,17.05416,79.26979,0.217883365,0.675997108,0.675997108,0.675997108,0.675997108,0.675997108
7084,India,Ganjam power station,660,Cancelled,Not operating,Not operating,Not operating,Not operating,Supercritical,Unknown,19.38429,85.05636,2.740850353,0.0,,,,
7086,India,Garadiatola power station,660,Cancelled,Not operating,Not operating,Not operating,Not operating,Supercritical,Unknown,23.525879999999997,80.84068,2.740850353,0.0,,,,
7088,India,Gare Pelma power station,660,Cancelled,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,22.1525,83.35278000000001,2.792079625,0.0,,,,
7092,India,Garo Hills power station,500,Cancelled,Not operating,Not operating,Not operating,Not operating,Subcritical,unknown,25.49546,90.61681999999999,2.148751137,0.0,,,,
7093,India,Gayatree power station,660,Cancelled,Not operating,Not operating,Not operating,Not operating,Supercritical,Unknown,27.63,78.67,2.740850353,0.0,,,,
7095,India,Ghatampur power station,660,Construction,Not operating,Not operating,Not operating,Not operating,Supercritical,Lignite/Bituminous,25.975,80.1889,2.7893357389999998,0.0,,,,
7098,India,Ghataprabha power station,660,Cancelled,Not operating,Not operating,Not operating,Not operating,Supercritical,Unknown,16.23,74.6,2.740850353,0.0,,,,
7100,India,Ghogarpalli Ultra Mega Power Project,4 000,Cancelled,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,20.083,83.2,16.99839442,0.502807766,,,,
7101,India,Ghugus power station,540,Cancelled,Not operating,Not operating,Not operating,Not operating,Subcritical,WSTBituminous,19.929489999999998,79.13316,2.284428784,0.6091810089999999,,,,
7104,India,Ghuman power station (Prosperous Energy),600,Cancelled,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,24.9639,81.49037,2.549759163,0.0,,,,
7108,India,Gidderbaha power station,2 640,Cancelled,Not operating,Not operating,Not operating,Not operating,Supercritical,Unknown,30.0208,76.1025,10.96340141,0.0,,,,
7109,India,Giral power station,125,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,26.045720000000003,71.2541,0.7339516759999999,1.4679033519999998,1.4679033519999998,1.4679033519999998,1.4679033519999998,1.4679033519999998
7111,India,Girye Ultra Mega Power Project,4 000,Cancelled,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,16.527160000000002,73.32666,16.99839442,0.0,,,,
7112,India,GNDTP Bathinda power station,110,Retired,Operating,Operating,Not operating,Not operating,Subcritical,Bituminous,30.233890000000002,74.92441,0.6747525759999999,2.821692591,2.821692591,2.821692591,,
7116,India,Gobindpura power station,270,Cancelled,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,30.71998,76.08343,1.3768699480000002,0.0,,,,
7123,India,Godhna power station,800,Cancelled,Not operating,Not operating,Not operating,Not operating,Supercritical,unknown,21.82645,82.60483,3.322242852,0.0,,,,
7126,India,Goindwal Sahib Thermal Power Plant,270,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,31.384140000000002,75.1465,1.392390737,2.784781474,2.784781474,2.784781474,2.784781474,2.784781474
7130,India,Gola power station,63,Operating,Operating,Operating,Operating,Operating,CFB,Unknown,23.483620000000002,85.65749,0.324891172,0.324891172,0.324891172,0.324891172,0.324891172,0.324891172
7132,India,Gonda power station,250,Cancelled,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,27.03,82.23,1.274879582,0.464130246,,,,
7134,India,Gopuvanipalam Mega Thermal Power Project (Chinnapuram. Machilipatnam),1 980,Cancelled,Not operating,Not operating,Not operating,Not operating,Supercritical,unknown,16.184379999999997,81.13493000000001,8.222551057999999,0.0,,,,
7135,India,Gorgi power station,660,Cancelled,Not operating,Not operating,Not operating,Not operating,Supercritical,Unknown,24.116670000000003,81.93333,2.740850353,0.0,,,,
7137,India,Gorra Thermal Power Plant,540,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,unknown,21.89304,83.39358,2.294783247,0.0,,,,
7138,India,Gowdasandra power station,80,Cancelled,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,13.43,77.72,0.407961466,0.0,,,,
7141,India,Gujarat Power Project,500,Cancelled,Not operating,Not operating,Not operating,Not operating,Unknown,Lignite,21.57376,73.16861999999999,2.233139746,0.0,,,,
7142,India,Gulbarga power station,660,Cancelled,Not operating,Not operating,Not operating,Not operating,Subcritical,Unknown,17.0854,76.79,2.836351501,0.0,,,,
7143,India,Gulbarga power station,660,Cancelled,Not operating,Not operating,Not operating,Not operating,Subcritical,Unknown,17.18528,76.795,2.836351501,0.0,,,,
7144,India,Gummidipoondi Accord power station,180,Cancelled,Not operating,Not operating,Not operating,Not operating,Subcritical,Unknown,13.420279999999998,80.07333,0.928260491,0.0,,,,
7146,India,Gummidipoondi Kamachi power station,35,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,13.42402,80.08746,0.18049509600000002,0.360990191,0.360990191,0.360990191,0.360990191,0.360990191
7148,India,Gummidipoondi Suryadev power station,80,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,13.38478,80.10741999999999,0.406120673,0.812241345,0.812241345,0.812241345,0.812241345,0.812241345
7150,India,Gummidipoondi Tulsyan captive power station,35,Operating,Operating,Operating,Operating,Operating,CFB,Unknown,13.41642,80.05694,0.18049509600000002,0.360990191,0.360990191,0.360990191,0.360990191,0.360990191
7153,India,Gunipudi power station (STEAPL proposal),660,Cancelled,Not operating,Not operating,Not operating,Not operating,Supercritical,unknown,17.30012,82.62439,2.740850353,0.0,,,,
7155,India,Guru Hargobind Lehra Mohabbat Power Station,210,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,30.26655,75.1661,1.24374456,5.237264508,5.237264508,5.237264508,5.237264508,5.237264508
7160,India,Haldia Energy power station,600,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,22.06046,88.10975,2.578501364,5.157002728,5.157002728,5.157002728,5.157002728,5.157002728
7163,India,Hamirpur power station,300,Cancelled,Not operating,Not operating,Not operating,Not operating,Subcritical,unknown,22.39333,83.52194,1.41817575,0.0,,,,
7165,India,Hanakon Thermal Power Project,450,Cancelled,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,14.91792,74.17454000000001,1.9123193719999998,0.0,,,,
7166,India,Harduaganj power station,50,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,28.0175,78.13,0.306705716,3.58105364,,,,
7176,India,Hari Hareshwar power station (Vesavi and Bankot),800,Cancelled,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,17.97958,73.0516,3.3996788839999996,0.0,,,,
7178,India,Hasdeo Thermal Power Station,210,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,22.41254,82.68219,1.2881640090000002,7.267867872999999,7.267867872999999,7.267867872999999,7.267867872999999,7.267867872999999
7183,India,Hassan power station,500,Cancelled,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,12.9833,76.133,2.124799303,0.0,,,,
7185,India,Hathneora Captive Power Plant,163,Operating,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,22.00354,82.6689,0.965382682,0.0,,,,
7190,India,Hazira II power plant,135,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,21.11908,72.64054,0.6961953679999999,1.392390737,1.392390737,1.392390737,1.392390737,1.392390737
7192,India,Hemgir power station,800,Cancelled,Not operating,Not operating,Not operating,Not operating,Supercritical,Unknown,22.116,84.016,3.322242852,0.0,,,,
7194,India,Heoti power station,800,Announced,Not operating,Not operating,Not operating,Not operating,Ultra-super,Unknown,20.85564,79.3225,3.268116645,0.0,,,,
7195,India,Hindupur power station,1 320,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,unknown,13.830370000000002,77.49008,5.609470159,0.0,,,,
7196,India,Hirakud Smelter power station,68,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,21.52969,83.90456999999999,0.40912221600000004,2.0851481030000003,2.0851481030000003,2.0851481030000003,2.0851481030000003,2.0851481030000003
7200,India,Hiranmaye Haldia power station,150,Operating,Not operating,Operating,Operating,Operating,Unknown,Unknown,22.07699,88.09841,0.764927749,0.0,,0.0,0.0,0.0
7203,India,Ib Valley power station,210,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,21.68978,83.86016,1.263465668,2.526931336,2.526931336,2.526931336,2.526931336,2.526931336
7205,India,Ib Valley power station,660,Operating,Not operating,Not operating,Not operating,Operating,Supercritical,Unknown,21.69073,83.8601,2.740850353,0.0,,,,0.0
